Rank,Team,Rating,Month,Year
2,South Africa,122,6,2007
3,New Zealand,113,6,2007
4,Pakistan,111,6,2007
5,Sri Lanka,111,6,2007
6,India,109,6,2007
7,England,102,6,2007
8,West Indies,101,6,2007
9,Bangladesh,44,6,2007
10,Ireland,27,6,2007
11,Zimbabwe,22,6,2007
1,Australia,129,7,2007
2,South Africa,124,7,2007
3,New Zealand,114,7,2007
4,Sri Lanka,111,7,2007
5,Pakistan,108,7,2007
6,India,107,7,2007
7,England,106,7,2007
8,West Indies,102,7,2007
9,Bangladesh,48,7,2007
10,Ireland,28,7,2007
11,Zimbabwe,17,7,2007
1,Australia,129,8,2007
2,South Africa,124,8,2007
3,New Zealand,114,8,2007
4,Sri Lanka,111,8,2007
5,Pakistan,108,8,2007
6,India,108,8,2007
7,England,105,8,2007
8,West Indies,102,8,2007
9,Bangladesh,48,8,2007
10,Ireland,28,8,2007
11,Zimbabwe,17,8,2007
1,Australia,128,9,2007
2,South Africa,123,9,2007
3,New Zealand,114,9,2007
4,Pakistan,109,9,2007
5,India,109,9,2007
6,Sri Lanka,108,9,2007
7,England,107,9,2007
8,West Indies,102,9,2007
9,Bangladesh,48,9,2007
10,Ireland,28,9,2007
11,Zimbabwe,17,9,2007
1,Australia,128,10,2007
2,South Africa,124,10,2007
3,New Zealand,112,10,2007
4,Pakistan,110,10,2007
5,India,108,10,2007
6,Sri Lanka,107,10,2007
7,England,107,10,2007
8,West Indies,99,10,2007
9,Bangladesh,48,10,2007
10,Ireland,28,10,2007
11,Zimbabwe,21,10,2007
1,Australia,130,11,2007
2,South Africa,124,11,2007
3,New Zealand,112,11,2007
4,India,110,11,2007
5,Sri Lanka,108,11,2007
6,Pakistan,107,11,2007
7,England,107,11,2007
8,West Indies,100,11,2007
9,Bangladesh,47,11,2007
10,Ireland,28,11,2007
11,Zimbabwe,20,11,2007
1,Australia,130,0,2008
2,South Africa,126,0,2008
3,New Zealand,112,0,2008
4,India,110,0,2008
5,Pakistan,109,0,2008
6,Sri Lanka,108,0,2008
7,England,107,0,2008
8,West Indies,98,0,2008
9,Bangladesh,47,0,2008
10,Ireland,28,0,2008
11,Zimbabwe,18,0,2008
1,Australia,130,1,2008
2,South Africa,127,1,2008
3,New Zealand,113,1,2008
4,India,111,1,2008
5,Pakistan,109,1,2008
6,Sri Lanka,107,1,2008
7,England,105,1,2008
8,West Indies,96,1,2008
9,Bangladesh,47,1,2008
10,Ireland,28,1,2008
11,Zimbabwe,18,1,2008
1,South Africa,127,2,2008
2,Australia,127,2,2008
3,New Zealand,113,2,2008
4,India,113,2,2008
5,Pakistan,109,2,2008
6,Sri Lanka,107,2,2008
7,England,105,2,2008
8,West Indies,96,2,2008
9,Bangladesh,48,2,2008
10,Ireland,20,2,2008
11,Zimbabwe,18,2,2008
1,South Africa,127,3,2008
2,Australia,127,3,2008
3,New Zealand,113,3,2008
4,India,113,3,2008
5,Pakistan,110,3,2008
6,England,105,3,2008
7,Sri Lanka,105,3,2008
8,West Indies,99,3,2008
9,Bangladesh,47,3,2008
10,Ireland,20,3,2008
11,Zimbabwe,18,3,2008
1,Australia,129,4,2008
2,South Africa,127,4,2008
3,New Zealand,115,4,2008
4,India,114,4,2008
5,Pakistan,108,4,2008
6,Sri Lanka,106,4,2008
7,England,103,4,2008
8,West Indies,98,4,2008
9,Bangladesh,46,4,2008
10,Ireland,20,4,2008
11,Zimbabwe,18,4,2008
1,Australia,129,5,2008
2,South Africa,127,5,2008
3,New Zealand,115,5,2008
4,India,113,5,2008
5,Pakistan,110,5,2008
6,Sri Lanka,106,5,2008
7,England,103,5,2008
8,West Indies,97,5,2008
9,Bangladesh,45,5,2008
10,Ireland,19,5,2008
11,Zimbabwe,18,5,2008
1,Australia,130,6,2008
2,South Africa,118,6,2008
3,England,116,6,2008
4,New Zealand,116,6,2008
5,India,113,6,2008
6,Pakistan,110,6,2008
7,Sri Lanka,105,6,2008
8,West Indies,95,6,2008
9,Bangladesh,46,6,2008
10,Ireland,22,6,2008
11,Zimbabwe,16,6,2008
1,Australia,131,7,2008
2,South Africa,118,7,2008
3,England,116,7,2008
4,New Zealand,116,7,2008
5,India,113,7,2008
6,Pakistan,110,7,2008
7,Sri Lanka,105,7,2008
8,West Indies,95,7,2008
9,Bangladesh,45,7,2008
10,Ireland,22,7,2008
11,Zimbabwe,16,7,2008
1,Australia,131,8,2008
2,South Africa,118,8,2008
3,England,116,8,2008
4,New Zealand,113,8,2008
5,India,113,8,2008
6,Pakistan,110,8,2008
7,Sri Lanka,105,8,2008
8,West Indies,95,8,2008
9,Bangladesh,47,8,2008
10,Ireland,19,8,2008
11,Zimbabwe,15,8,2008
1,Australia,131,9,2008
2,South Africa,119,9,2008
3,India,119,9,2008
4,Pakistan,114,9,2008
5,New Zealand,113,9,2008
6,England,108,9,2008
7,Sri Lanka,107,9,2008
8,West Indies,91,9,2008
9,Bangladesh,47,9,2008
10,Ireland,19,9,2008
11,Zimbabwe,13,9,2008
1,South Africa,125,0,2009
2,Australia,125,0,2009
3,India,120,0,2009
4,New Zealand,113,0,2009
5,Pakistan,111,0,2009
6,England,108,0,2009
7,Sri Lanka,105,0,2009
8,West Indies,91,0,2009
9,Bangladesh,46,0,2009
10,Zimbabwe,21,0,2009
11,Ireland,19,0,2009
12,Kenya,0,0,2009
1,South Africa,125,1,2009
2,Australia,124,1,2009
3,India,120,1,2009
4,New Zealand,114,1,2009
5,Pakistan,111,1,2009
6,England,108,1,2009
7,Sri Lanka,105,1,2009
8,West Indies,91,1,2009
9,Bangladesh,46,1,2009
10,Zimbabwe,23,1,2009
11,Ireland,19,1,2009
12,Kenya,0,1,2009
1,South Africa,125,2,2009
2,Australia,124,2,2009
3,India,122,2,2009
4,New Zealand,112,2,2009
5,Pakistan,111,2,2009
6,England,107,2,2009
7,Sri Lanka,105,2,2009
8,West Indies,93,2,2009
9,Bangladesh,46,2,2009
10,Zimbabwe,23,2,2009
11,Ireland,19,2,2009
12,Kenya,0,2,2009
1,South Africa,126,3,2009
2,Australia,123,3,2009
3,India,122,3,2009
4,New Zealand,112,3,2009
5,Pakistan,111,3,2009
6,England,108,3,2009
7,Sri Lanka,105,3,2009
8,West Indies,92,3,2009
9,Bangladesh,46,3,2009
10,Zimbabwe,23,3,2009
11,Ireland,19,3,2009
12,Kenya,0,3,2009
1,South Africa,126,4,2009
2,Australia,122,4,2009
3,India,122,4,2009
4,New Zealand,112,4,2009
5,Pakistan,111,4,2009
6,England,109,4,2009
7,Sri Lanka,105,4,2009
8,West Indies,90,4,2009
9,Bangladesh,46,4,2009
10,Zimbabwe,23,4,2009
11,Ireland,19,4,2009
12,Kenya,0,4,2009
1,South Africa,127,5,2009
2,India,126,5,2009
3,Australia,119,5,2009
4,England,111,5,2009
5,New Zealand,110,5,2009
6,Pakistan,107,5,2009
7,Sri Lanka,106,5,2009
8,West Indies,78,5,2009
9,Bangladesh,54,5,2009
10,Ireland,27,5,2009
11,Zimbabwe,26,5,2009
12,Kenya,0,5,2009
1,South Africa,127,6,2009
2,India,126,6,2009
3,Australia,119,6,2009
4,England,111,6,2009
5,New Zealand,110,6,2009
6,Pakistan,109,6,2009
7,Sri Lanka,104,6,2009
8,West Indies,78,6,2009
9,Bangladesh,55,6,2009
10,Ireland,27,6,2009
11,Zimbabwe,26,6,2009
12,Kenya,0,6,2009
1,Australia,128,7,2009
2,India,124,7,2009
3,South Africa,121,7,2009
4,New Zealand,110,7,2009
5,Pakistan,109,7,2009
6,England,106,7,2009
7,Sri Lanka,106,7,2009
8,West Indies,76,7,2009
9,Bangladesh,55,7,2009
10,Zimbabwe,26,7,2009
11,Ireland,25,7,2009
12,Kenya,0,7,2009
1,Australia,127,8,2009
2,India,126,8,2009
3,South Africa,121,8,2009
4,New Zealand,110,8,2009
5,Pakistan,109,8,2009
6,England,106,8,2009
7,Sri Lanka,106,8,2009
8,West Indies,76,8,2009
9,Bangladesh,54,8,2009
10,Zimbabwe,28,8,2009
11,Ireland,25,8,2009
12,Kenya,2,8,2009
1,Australia,130,9,2009
2,India,122,9,2009
3,South Africa,119,9,2009
4,New Zealand,112,9,2009
5,England,109,9,2009
6,Pakistan,108,9,2009
7,Sri Lanka,106,9,2009
8,West Indies,76,9,2009
9,Bangladesh,55,9,2009
10,Zimbabwe,26,9,2009
11,Ireland,25,9,2009
12,Kenya,2,9,2009
1,Australia,130,10,2009
2,India,123,10,2009
3,South Africa,119,10,2009
4,New Zealand,112,10,2009
5,England,109,10,2009
6,Pakistan,108,10,2009
7,Sri Lanka,105,10,2009
8,West Indies,76,10,2009
9,Bangladesh,55,10,2009
10,Zimbabwe,26,10,2009
11,Ireland,25,10,2009
12,Kenya,2,10,2009
1,Australia,133,0,2010
2,India,121,0,2010
3,South Africa,119,0,2010
4,New Zealand,112,0,2010
5,England,109,0,2010
6,Sri Lanka,108,0,2010
7,Pakistan,104,0,2010
8,West Indies,76,0,2010
9,Bangladesh,55,0,2010
10,Zimbabwe,26,0,2010
11,Ireland,25,0,2010
12,Kenya,2,0,2010
1,Australia,134,1,2010
2,India,122,1,2010
3,South Africa,117,1,2010
4,New Zealand,113,1,2010
5,England,109,1,2010
6,Sri Lanka,108,1,2010
7,Pakistan,104,1,2010
8,West Indies,74,1,2010
9,Bangladesh,53,1,2010
10,Zimbabwe,26,1,2010
11,Ireland,25,1,2010
12,Kenya,2,1,2010
1,Australia,133,2,2010
2,India,122,2,2010
3,South Africa,117,2,2010
4,New Zealand,114,2,2010
5,England,110,2,2010
6,Sri Lanka,108,2,2010
7,Pakistan,104,2,2010
8,West Indies,72,2,2010
9,Bangladesh,52,2,2010
10,Zimbabwe,27,2,2010
11,Ireland,25,2,2010
12,Kenya,2,2,2010
13,Netherlands,0,2,2010
1,Australia,134,3,2010
2,India,122,3,2010
3,South Africa,117,3,2010
4,New Zealand,114,3,2010
5,England,110,3,2010
6,Sri Lanka,108,3,2010
7,Pakistan,104,3,2010
8,West Indies,72,3,2010
9,Bangladesh,52,3,2010
10,Zimbabwe,27,3,2010
11,Ireland,24,3,2010
12,Kenya,2,3,2010
13,Netherlands,0,3,2010
1,Australia,133,4,2010
2,India,121,4,2010
3,South Africa,119,4,2010
4,New Zealand,114,4,2010
5,England,110,4,2010
6,Sri Lanka,108,4,2010
7,Pakistan,104,4,2010
8,West Indies,71,4,2010
9,Bangladesh,52,4,2010
10,Zimbabwe,29,4,2010
11,Ireland,24,4,2010
12,Kenya,2,4,2010
13,Netherlands,0,4,2010
1,Australia,130,5,2010
2,South Africa,119,5,2010
3,India,119,5,2010
4,England,115,5,2010
5,New Zealand,114,5,2010
6,Sri Lanka,109,5,2010
7,Pakistan,102,5,2010
8,West Indies,71,5,2010
9,Bangladesh,52,5,2010
10,Zimbabwe,34,5,2010
11,Ireland,23,5,2010
12,Kenya,2,5,2010
13,Netherlands,0,5,2010
1,Australia,132,6,2010
2,India,118,6,2010
3,South Africa,115,6,2010
4,New Zealand,114,6,2010
5,England,113,6,2010
6,Sri Lanka,111,6,2010
7,Pakistan,98,6,2010
8,West Indies,67,6,2010
9,Bangladesh,53,6,2010
10,Zimbabwe,36,6,2010
11,Ireland,35,6,2010
12,Netherlands,32,6,2010
13,Kenya,0,6,2010
1,Australia,132,7,2010
2,India,115,7,2010
3,Sri Lanka,115,7,2010
4,South Africa,115,7,2010
5,England,113,7,2010
6,New Zealand,112,7,2010
7,Pakistan,98,7,2010
8,West Indies,67,7,2010
9,Bangladesh,53,7,2010
10,Ireland,45,7,2010
11,Zimbabwe,36,7,2010
12,Netherlands,17,7,2010
13,Kenya,0,7,2010
1,Australia,132,8,2010
2,India,115,8,2010
3,Sri Lanka,115,8,2010
4,South Africa,115,8,2010
5,England,112,8,2010
6,New Zealand,112,8,2010
7,Pakistan,99,8,2010
8,West Indies,67,8,2010
9,Bangladesh,53,8,2010
10,Ireland,39,8,2010
11,Zimbabwe,38,8,2010
12,Netherlands,17,8,2010
13,Kenya,0,8,2010
1,Australia,130,9,2010
2,India,117,9,2010
3,Sri Lanka,115,9,2010
4,South Africa,115,9,2010
5,England,112,9,2010
6,Pakistan,100,9,2010
7,New Zealand,96,9,2010
8,West Indies,67,9,2010
9,Bangladesh,67,9,2010
10,Ireland,39,9,2010
11,Zimbabwe,37,9,2010
12,Netherlands,17,9,2010
13,Kenya,0,9,2010
1,Australia,128,10,2010
2,India,118,10,2010
3,Sri Lanka,118,10,2010
4,South Africa,115,10,2010
5,England,112,10,2010
6,Pakistan,100,10,2010
7,New Zealand,95,10,2010
8,West Indies,67,10,2010
9,Bangladesh,67,10,2010
10,Ireland,39,10,2010
11,Zimbabwe,37,10,2010
12,Netherlands,17,10,2010
13,Kenya,0,10,2010
1,Australia,128,11,2010
2,India,121,11,2010
3,Sri Lanka,118,11,2010
4,South Africa,115,11,2010
5,England,112,11,2010
6,Pakistan,100,11,2010
7,New Zealand,91,11,2010
8,West Indies,67,11,2010
9,Bangladesh,66,11,2010
10,Ireland,39,11,2010
11,Zimbabwe,37,11,2010
12,Netherlands,17,11,2010
13,Kenya,0,11,2010
1,Australia,129,0,2011
2,India,119,0,2011
3,Sri Lanka,118,0,2011
4,South Africa,118,0,2011
5,England,110,0,2011
6,Pakistan,100,0,2011
7,New Zealand,92,0,2011
8,West Indies,67,0,2011
9,Bangladesh,66,0,2011
10,Ireland,39,0,2011
11,Zimbabwe,37,0,2011
12,Netherlands,17,0,2011
13,Kenya,0,0,2011
1,Australia,131,1,2011
2,India,119,1,2011
3,South Africa,118,1,2011
4,Sri Lanka,117,1,2011
5,England,109,1,2011
6,Pakistan,103,1,2011
7,New Zealand,91,1,2011
8,Bangladesh,67,1,2011
9,West Indies,66,1,2011
10,Zimbabwe,37,1,2011
11,Ireland,37,1,2011
12,Netherlands,15,1,2011
13,Kenya,0,1,2011
1,Australia,128,2,2011
2,India,120,2,2011
3,Sri Lanka,119,2,2011
4,South Africa,116,2,2011
5,England,105,2,2011
6,Pakistan,103,2,2011
7,New Zealand,94,2,2011
8,West Indies,68,2,2011
9,Bangladesh,68,2,2011
10,Ireland,42,2,2011
11,Zimbabwe,37,2,2011
12,Netherlands,10,2,2011
13,Kenya,0,2,2011
1,Australia,129,3,2011
2,India,121,3,2011
3,Sri Lanka,118,3,2011
4,South Africa,116,3,2011
5,England,105,3,2011
6,Pakistan,104,3,2011
7,New Zealand,94,3,2011
8,Bangladesh,67,3,2011
9,West Indies,66,3,2011
10,Ireland,42,3,2011
11,Zimbabwe,37,3,2011
12,Netherlands,10,3,2011
13,Kenya,0,3,2011
1,Australia,129,4,2011
2,India,121,4,2011
3,Sri Lanka,118,4,2011
4,South Africa,116,4,2011
5,England,105,4,2011
6,Pakistan,100,4,2011
7,New Zealand,94,4,2011
8,West Indies,72,4,2011
9,Bangladesh,67,4,2011
10,Ireland,41,4,2011
11,Zimbabwe,37,4,2011
12,Netherlands,10,4,2011
13,Kenya,0,4,2011
1,Australia,129,5,2011
2,India,119,5,2011
3,Sri Lanka,117,5,2011
4,South Africa,116,5,2011
5,England,107,5,2011
6,Pakistan,100,5,2011
7,New Zealand,94,5,2011
8,West Indies,76,5,2011
9,Bangladesh,67,5,2011
10,Ireland,41,5,2011
11,Zimbabwe,37,5,2011
12,Netherlands,10,5,2011
13,Kenya,0,5,2011
1,Australia,129,6,2011
2,India,119,6,2011
3,South Africa,116,6,2011
4,Sri Lanka,116,6,2011
5,England,108,6,2011
6,Pakistan,100,6,2011
7,New Zealand,94,6,2011
8,West Indies,76,6,2011
9,Bangladesh,67,6,2011
10,Ireland,41,6,2011
11,Zimbabwe,37,6,2011
12,Netherlands,10,6,2011
13,Kenya,0,6,2011
1,Australia,130,7,2011
2,Sri Lanka,119,7,2011
3,India,117,7,2011
4,South Africa,116,7,2011
5,England,107,7,2011
6,Pakistan,100,7,2011
7,New Zealand,90,7,2011
8,West Indies,78,7,2011
9,Bangladesh,63,7,2011
10,Zimbabwe,46,7,2011
11,Ireland,41,7,2011
12,Netherlands,5,7,2011
13,Kenya,0,7,2011
1,Australia,130,8,2011
2,Sri Lanka,119,8,2011
3,South Africa,116,8,2011
4,England,113,8,2011
5,India,112,8,2011
6,Pakistan,101,8,2011
7,New Zealand,90,8,2011
8,West Indies,78,8,2011
9,Bangladesh,63,8,2011
10,Zimbabwe,44,8,2011
11,Ireland,41,8,2011
12,Netherlands,15,8,2011
13,Kenya,0,8,2011
1,Australia,130,9,2011
2,Sri Lanka,119,9,2011
3,India,118,9,2011
4,South Africa,115,9,2011
5,England,106,9,2011
6,Pakistan,101,9,2011
7,New Zealand,87,9,2011
8,West Indies,78,9,2011
9,Bangladesh,63,9,2011
10,Zimbabwe,47,9,2011
11,Ireland,41,9,2011
12,Netherlands,15,9,2011
13,Kenya,0,9,2011
1,Australia,130,10,2011
2,India,118,10,2011
3,South Africa,115,10,2011
4,Sri Lanka,112,10,2011
5,Pakistan,108,10,2011
6,England,106,10,2011
7,New Zealand,87,10,2011
8,West Indies,77,10,2011
9,Bangladesh,63,10,2011
10,Zimbabwe,47,10,2011
11,Ireland,41,10,2011
12,Netherlands,15,10,2011
13,Kenya,0,10,2011
1,Australia,130,11,2011
2,India,117,11,2011
3,South Africa,115,11,2011
4,Sri Lanka,112,11,2011
5,Pakistan,109,11,2011
6,England,106,11,2011
7,New Zealand,87,11,2011
8,West Indies,79,11,2011
9,Bangladesh,62,11,2011
10,Zimbabwe,47,11,2011
11,Ireland,41,11,2011
12,Netherlands,15,11,2011
13,Kenya,0,11,2011
1,Australia,130,0,2012
2,India,117,0,2012
3,South Africa,116,0,2012
4,Sri Lanka,111,0,2012
5,Pakistan,109,0,2012
6,England,106,0,2012
7,New Zealand,87,0,2012
8,West Indies,79,0,2012
9,Bangladesh,62,0,2012
10,Zimbabwe,47,0,2012
11,Ireland,41,0,2012
12,Netherlands,15,0,2012
13,Kenya,0,0,2012
1,Australia,129,1,2012
2,South Africa,118,1,2012
3,India,117,1,2012
4,Sri Lanka,113,1,2012
5,England,111,1,2012
6,Pakistan,104,1,2012
7,New Zealand,87,1,2012
8,West Indies,79,1,2012
9,Bangladesh,62,1,2012
10,Zimbabwe,46,1,2012
11,Ireland,36,1,2012
12,Netherlands,15,1,2012
13,Kenya,8,1,2012
1,Australia,123,2,2012
2,South Africa,118,2,2012
3,India,117,2,2012
4,England,111,2,2012
5,Sri Lanka,110,2,2012
6,Pakistan,105,2,2012
7,New Zealand,86,2,2012
8,West Indies,86,2,2012
9,Bangladesh,67,2,2012
10,Zimbabwe,46,2,2012
11,Ireland,36,2,2012
12,Netherlands,15,2,2012
13,Kenya,8,2,2012
1,Australia,123,3,2012
2,South Africa,118,3,2012
3,India,117,3,2012
4,England,111,3,2012
5,Sri Lanka,110,3,2012
6,Pakistan,105,3,2012
7,New Zealand,86,3,2012
8,West Indies,86,3,2012
9,Bangladesh,67,3,2012
10,Zimbabwe,46,3,2012
11,Ireland,36,3,2012
12,Netherlands,15,3,2012
13,Kenya,8,3,2012
1,Australia,123,4,2012
2,South Africa,118,4,2012
3,India,117,4,2012
4,England,111,4,2012
5,Sri Lanka,110,4,2012
6,Pakistan,105,4,2012
7,New Zealand,86,4,2012
8,West Indies,86,4,2012
9,Bangladesh,67,4,2012
10,Zimbabwe,46,4,2012
11,Ireland,36,4,2012
12,Netherlands,15,4,2012
13,Kenya,8,4,2012
1,Australia,123,5,2012
2,South Africa,118,5,2012
3,India,117,5,2012
4,England,112,5,2012
5,Sri Lanka,112,5,2012
6,Pakistan,103,5,2012
7,New Zealand,86,5,2012
8,West Indies,85,5,2012
9,Bangladesh,67,5,2012
10,Zimbabwe,46,5,2012
11,Ireland,36,5,2012
12,Netherlands,15,5,2012
13,Kenya,8,5,2012
1,Australia,119,6,2012
2,South Africa,118,6,2012
3,India,118,6,2012
4,England,118,6,2012
5,Sri Lanka,111,6,2012
6,Pakistan,103,6,2012
7,West Indies,88,6,2012
8,New Zealand,82,6,2012
9,Bangladesh,67,6,2012
10,Zimbabwe,46,6,2012
11,Ireland,36,6,2012
12,Netherlands,15,6,2012
13,Kenya,8,6,2012
1,England,121,7,2012
2,South Africa,120,7,2012
3,India,120,7,2012
4,Australia,114,7,2012
5,Sri Lanka,108,7,2012
6,Pakistan,103,7,2012
7,West Indies,94,7,2012
8,New Zealand,74,7,2012
9,Bangladesh,71,7,2012
10,Zimbabwe,50,7,2012
11,Ireland,35,7,2012
12,Netherlands,16,7,2012
13,Kenya,11,7,2012
1,England,121,8,2012
2,South Africa,121,8,2012
3,India,120,8,2012
4,Australia,113,8,2012
5,Sri Lanka,108,8,2012
6,Pakistan,104,8,2012
7,West Indies,94,8,2012
8,New Zealand,74,8,2012
9,Bangladesh,71,8,2012
10,Zimbabwe,50,8,2012
11,Ireland,35,8,2012
12,Netherlands,16,8,2012
13,Kenya,11,8,2012
1,England,121,9,2012
2,South Africa,121,9,2012
3,India,120,9,2012
4,Australia,113,9,2012
5,Sri Lanka,108,9,2012
6,Pakistan,104,9,2012
7,West Indies,94,9,2012
8,New Zealand,74,9,2012
9,Bangladesh,71,9,2012
10,Zimbabwe,50,9,2012
11,Ireland,35,9,2012
12,Netherlands,16,9,2012
13,Kenya,11,9,2012
1,England,121,10,2012
2,South Africa,121,10,2012
3,India,120,10,2012
4,Australia,113,10,2012
5,Sri Lanka,109,10,2012
6,Pakistan,104,10,2012
7,West Indies,90,10,2012
8,Bangladesh,75,10,2012
9,New Zealand,72,10,2012
10,Zimbabwe,50,10,2012
11,Ireland,35,10,2012
12,Netherlands,16,10,2012
13,Kenya,11,10,2012
1,England,121,11,2012
2,South Africa,121,11,2012
3,India,118,11,2012
4,Australia,113,11,2012
5,Sri Lanka,110,11,2012
6,Pakistan,106,11,2012
7,West Indies,88,11,2012
8,Bangladesh,78,11,2012
9,New Zealand,72,11,2012
10,Zimbabwe,50,11,2012
11,Ireland,35,11,2012
12,Netherlands,16,11,2012
13,Kenya,11,11,2012
1,India,119,0,2013
2,England,119,0,2013
3,Australia,113,0,2013
4,South Africa,112,0,2013
5,Sri Lanka,110,0,2013
6,Pakistan,107,0,2013
7,West Indies,88,0,2013
8,New Zealand,79,0,2013
9,Bangladesh,78,0,2013
10,Zimbabwe,50,0,2013
11,Ireland,35,0,2013
12,Netherlands,16,0,2013
13,Kenya,11,0,2013
1,India,119,1,2013
2,England,117,1,2013
3,Australia,116,1,2013
4,South Africa,112,1,2013
5,Sri Lanka,110,1,2013
6,Pakistan,107,1,2013
7,West Indies,86,1,2013
8,New Zealand,82,1,2013
9,Bangladesh,78,1,2013
10,Zimbabwe,47,1,2013
11,Ireland,35,1,2013
12,Netherlands,16,1,2013
13,Kenya,11,1,2013
1,India,119,2,2013
2,England,117,2,2013
3,Australia,116,2,2013
4,South Africa,114,2,2013
5,Sri Lanka,110,2,2013
6,Pakistan,106,2,2013
7,West Indies,86,2,2013
8,New Zealand,82,2,2013
9,Bangladesh,78,2,2013
10,Zimbabwe,47,2,2013
11,Ireland,35,2,2013
12,Netherlands,16,2,2013
13,Kenya,11,2,2013
